0.000366, -0.000183, 0.062342,
0.000366, -0.000244, 0.062403,
0.000366, -0.000183, 0.062464,
0.000366, -0.000183, 0.062464,
0.000305, -0.000244, 0.062525,
0.000366, -0.000244, 0.062586,
0.000366, -0.000183, 0.062586,
0.000244, -0.000183, 0.062586,
0.000305, -0.000183, 0.062647,
0.000305, -0.000183, 0.062647,
0.000305, -0.000183, 0.062586,
0.000305, -0.000183, 0.062647,
0.000305, -0.000183, 0.062708,
0.000366, -0.000183, 0.062708,
0.000366, -0.000183, 0.062647,
0.000366, -0.000122, 0.062708,
0.000366, -0.000183, 0.062708,
0.000366, -0.000183, 0.062708,
0.000366, -0.000183, 0.062708,
0.000427, -0.000183, 0.062769,
0.000366, -0.000183, 0.062708,
0.000305, -0.000183, 0.062708,
0.000366, -0.000183, 0.062708,
0.000366, -0.000183, 0.062769,
0.000305, -0.000122, 0.062708,
0.000366, -0.000183, 0.062769,
0.000305, -0.000183, 0.062769,
0.000366, -0.000183, 0.062769,
0.000366, -0.000183, 0.062769,
0.000366, -0.000244, 0.062769,
0.000366, -0.000183, 0.062708,
0.000366, -0.000183, 0.062769,
0.000366, -0.000183, 0.062830,
0.000305, -0.000183, 0.062769,
0.000366, -0.000183, 0.062769,
0.000366, -0.000122, 0.062769,
0.000305, -0.000122, 0.062769,
0.000305, -0.000183, 0.062769,
0.000366, -0.000122, 0.062769,
0.000305, -0.000183, 0.062769,
0.000366, -0.000183, 0.062769,
0.000366, -0.000183, 0.062830,
0.000366, -0.000122, 0.062830,
0.000305, -0.000122, 0.062830,
0.000366, -0.000183, 0.062830,
0.000305, -0.000183, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000122, 0.062830,
0.000366, -0.000183, 0.062891,
0.000305, -0.000122, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000122, 0.062830,
0.000366, -0.000122, 0.062891,
0.000427, -0.000122, 0.062891,
0.000305, -0.000183, 0.062830,
0.000305, -0.000183, 0.062830,
0.000305, -0.000183, 0.062830,
0.000366, -0.000122, 0.062830,
0.000366, -0.000183, 0.062769,
0.000366, -0.000183, 0.062891,
0.000305, -0.000244, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062830,
0.000366, -0.000183, 0.062891,
0.000305, -0.000122, 0.062891,
0.000366, -0.000183, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000183, 0.062830,
0.000305, -0.000244, 0.062891,
0.000305, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000305, -0.000122, 0.062891,
0.000305, -0.000183, 0.062891,
0.000366, -0.000183, 0.062830,
0.000366, -0.000122, 0.062891,
0.000305, -0.000122, 0.062891,
0.000305, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000305, -0.000183, 0.062891,
0.000366, -0.000122, 0.062891,
0.000305, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000305, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000305, -0.000183, 0.062891,
0.000305, -0.000183, 0.062830,
0.000305, -0.000183, 0.062769,
0.000366, -0.000183, 0.062769,
0.000305, -0.000183, 0.062830,
0.000305, -0.000122, 0.062891,
0.000427, -0.000183, 0.062891,
0.000366, -0.000183, 0.062830,
0.000366, -0.000122, 0.062830,
0.000366, -0.000183, 0.062830,
0.000305, -0.000183, 0.062830,
0.000366, -0.000183, 0.062830,
0.000305, -0.000183, 0.062830,
0.000366, -0.000122, 0.062830,
0.000305, -0.000122, 0.062891,
0.000366, -0.000122, 0.062891,
0.000366, -0.000122, 0.062769,
0.000366, -0.000183, 0.062891,
0.000366, -0.000122, 0.062830,
0.000366, -0.000183, 0.062891,
0.000305, -0.000122, 0.062891,
0.000366, -0.000244, 0.062830,
0.000305, -0.000122, 0.062830,
0.000366, -0.000183, 0.062891,
0.000305, -0.000183, 0.062891,
0.000366, -0.000183, 0.062830,
0.000305, -0.000183, 0.062891,
0.000305, -0.000183, 0.062891,
0.000305, -0.000183, 0.062830,
0.000305, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000305, -0.000122, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000305, -0.000122, 0.062891,
0.000305, -0.000183, 0.062830,
0.000366, -0.000183, 0.062891,
0.000366, -0.000122, 0.062830,
0.000366, -0.000122, 0.062830,
0.000305, -0.000122, 0.062891,
0.000305, -0.000122, 0.062830,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000122, 0.062891,
0.000305, -0.000122, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000122, 0.062769,
0.000366, -0.000122, 0.062830,
0.000305, -0.000122, 0.062830,
0.000305, -0.000122, 0.062830,
0.000366, -0.000122, 0.062830,
0.000427, -0.000183, 0.062830,
0.000366, -0.000122, 0.062769,
0.000366, -0.000122, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000122, 0.062830,
0.000366, -0.000122, 0.062830,
0.000366, -0.000183, 0.062830,
0.000305, -0.000183, 0.062830,
0.000427, -0.000183, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000122, 0.062830,
0.000366, -0.000183, 0.062830,
0.000305, -0.000183, 0.062769,
0.000366, -0.000183, 0.062830,
0.000427, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000122, 0.062830,
0.000366, -0.000183, 0.062891,
0.000427, -0.000183, 0.062830,
0.000366, -0.000122, 0.062830,
0.000366, -0.000244, 0.062891,
0.000305, -0.000183, 0.062769,
0.000366, -0.000183, 0.062891,
0.000366, -0.000122, 0.062830,
0.000305, -0.000183, 0.062830,
0.000305, -0.000122, 0.062830,
0.000305, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062830,
0.000366, -0.000122, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000122, 0.062891,
0.000305, -0.000122, 0.062830,
0.000427, -0.000183, 0.062830,
0.000305, -0.000183, 0.062891,
0.000366, -0.000183, 0.062830,
0.000366, -0.000183, 0.062891,
0.000366, -0.000122, 0.062830,
0.000305, -0.000122, 0.062830,
0.000366, -0.000183, 0.062891,
0.000305, -0.000183, 0.062830,
0.000305, -0.000122, 0.062891,
0.000366, -0.000122, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000122, 0.062830,
0.000305, -0.000183, 0.062891,
0.000305, -0.000122, 0.062891,
0.000305, -0.000244, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000122, 0.062830,
0.000305, -0.000122, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000122, 0.062830,
0.000305, -0.000122, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000122, 0.062891,
0.000305, -0.000183, 0.062891,
0.000366, -0.000183, 0.062769,
0.000366, -0.000183, 0.062830,
0.000305, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000122, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000122, 0.062830,
0.000305, -0.000183, 0.062830,
0.000366, -0.000183, 0.062891,
0.000366, -0.000122, 0.062830,
0.000305, -0.000183, 0.062830,
0.000366, -0.000183, 0.062830,
0.000305, -0.000122, 0.062891,
0.000366, -0.000183, 0.062830,
0.000366, -0.000122, 0.062830,
0.000305, -0.000061, 0.062830,
0.000366, -0.000244, 0.062830,
0.000366, -0.000122, 0.062952,
0.000366, -0.000244, 0.062891,
0.000366, -0.000122, 0.062830,
0.000366, -0.000183, 0.062830,
0.000305, -0.000122, 0.062891,
0.000305, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000427, -0.000183, 0.062891,
0.000366, -0.000122, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000122, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000183, 0.062891,
0.000427, -0.000122, 0.062830,
0.000305, -0.000122, 0.062891,
0.000366, -0.000122, 0.062830,
0.000366, -0.000183, 0.062769,
0.000366, -0.000183, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000122, 0.062891,
0.000366, -0.000122, 0.062891,
0.000305, -0.000122, 0.062891,
0.000305, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000122, 0.062891,
0.000366, -0.000244, 0.062830,
0.000305, -0.000122, 0.062891,
0.000366, -0.000122, 0.062830,
0.000305, -0.000183, 0.062891,
0.000366, -0.000122, 0.062891,
0.000366, -0.000183, 0.062830,
0.000305, -0.000183, 0.062891,
0.000366, -0.000183, 0.062830,
0.000366, -0.000183, 0.062830,
0.000305, -0.000183, 0.062891,
0.000305, -0.000183, 0.062891,
0.000366, -0.000244, 0.062891,
0.000366, -0.000183, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000122, 0.062891,
0.000305, -0.000122, 0.062830,
0.000427, -0.000122, 0.062830,
0.000366, -0.000122, 0.062891,
0.000366, -0.000183, 0.062830,
0.000366, -0.000122, 0.062830,
0.000305, -0.000183, 0.062830,
0.000305, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000305, -0.000122, 0.062830,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000305, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000305, -0.000122, 0.062830,
0.000305, -0.000183, 0.062891,
0.000305, -0.000122, 0.062952,
0.000366, -0.000122, 0.062830,
0.000366, -0.000183, 0.062891,
0.000305, -0.000122, 0.062891,
0.000366, -0.000122, 0.062830,
0.000366, -0.000183, 0.062891,
0.000305, -0.000183, 0.062769,
0.000305, -0.000183, 0.062891,
0.000366, -0.000183, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000122, 0.062830,
0.000427, -0.000183, 0.062830,
0.000305, -0.000122, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000183, 0.062891,
0.000305, -0.000183, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000183, 0.062891,
0.000305, -0.000183, 0.062952,
0.000366, -0.000122, 0.062891,
0.000366, -0.000183, 0.062891,
0.000305, -0.000122, 0.062952,
0.000305, -0.000183, 0.062891,
0.000366, -0.000122, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000122, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000122, 0.062891,
0.000427, -0.000183, 0.062830,
0.000366, -0.000244, 0.062891,
0.000305, -0.000122, 0.062891,
0.000305, -0.000122, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062830,
0.000305, -0.000122, 0.062891,
0.000305, -0.000183, 0.062952,
0.000366, -0.000183, 0.062952,
0.000305, -0.000183, 0.062830,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062830,
0.000305, -0.000122, 0.062891,
0.000366, -0.000183, 0.062769,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062830,
0.000366, -0.000122, 0.062891,
0.000305, -0.000183, 0.062891,
0.000305, -0.000183, 0.062830,
0.000305, -0.000183, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000122, 0.062830,
0.000366, -0.000183, 0.062891,
0.000366, -0.000244, 0.062891,
0.000366, -0.000183, 0.062891,
0.000305, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000427, -0.000122, 0.062891,
0.000305, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000305, -0.000183, 0.062830,
0.000366, -0.000183, 0.062891,
0.000305, -0.000122, 0.062830,
0.000305, -0.000183, 0.062891,
0.000366, -0.000183, 0.062830,
0.000366, -0.000183, 0.062891,
0.000305, -0.000183, 0.062891,
0.000366, -0.000122, 0.062891,
0.000305, -0.000183, 0.062891,
0.000366, -0.000122, 0.062830,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000305, -0.000122, 0.062891,
0.000366, -0.000244, 0.062891,
0.000305, -0.000183, 0.062830,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062830,
0.000427, -0.000183, 0.062891,
0.000305, -0.000122, 0.062830,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000122, 0.062891,
0.000305, -0.000122, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062891,
0.000366, -0.000183, 0.062830,
0.000366, -0.000183, 0.062830,
0.000366, -0.000183, 0.062830,
0.000305, -0.000122, 0.062891,
0.000366, -0.000183, 0.062830,
0.000305, -0.000183, 0.062891,
0.000366, -0.000183, 0.062830,
0.000305, -0.000122, 0.062891,
0.000427, -0.000122, 0.062830,
0.000366, -0.000122, 0.062891,
0.000305, -0.000183, 0.062830,
0.000366, -0.000122, 0.062891,
0.000366, -0.000183, 0.062891,
0.000427, -0.000183, 0.062830,
0.000366, -0.000183, 0.062891,
